0.	0.9728678277223503941563615394651298199021284352317004410033641247683002195399156193740447098187664995192044725166241478007745169291489134225692304047897113598556237497039553732328858250510322281733	0.0271321722776496058436384605348701800978715647682995589966358752261491874561313196820987209457508455658316637036612331307566941577043822213458568156144400940255827348994493840191640465798396940385
0.18	0.5421953393785998057419046695972440414012657862457781470751291199602083446994487206660525269449797985045671375200116139344403889582590954781359117542042782176941253656769030218882788229521064221888	0.0096111320364341576883536010573792767993148340226053012677636022840031931588337363966886258745177393826935481737156208255952959129955551877152612214144825697659417276563682616413382969098143535213
0.36	0.30217816848638216068119670150131954394394853898096734244897992460637349956583954827866381030061728151103068194043359303727057276727100321390666215509671246979708080251247798339076823246084189784089	0.00352467012916769606014491721505507800527837043419384042509280051231793516329779307960837211851141721600490950547300306006434687432200419829058074261452631155333533859679172537280619985351186691805
0.54	0.1684115962997376216661592146077154387864469436159504263495406721351349076955921734384541956400092152994746869690846007314529597893996205268876361152790972315963113541022922106721668086034664156107	0.0013248137405572676351546004303180064736863078186733568098632273718609933816939381206472688656836477359650675029156705876998231138968822348593230847617353128802899117705412409108486183815514121078
0.72	0.09386019872084766532213139540025276286523947636142529384225633275659711421199919259266533591148196053978938757461917895528260510158479796283190517890177060940171753738674500581654470201343992412737	0.00050784176540642598810735632312530279047985354724146117812333594361617248371639728878799158134210780494937774245285559075530985070585834719915634971484116495561626987969496012295714955164414214473
0.8999999999999999	0.05231077787152414307729417179246970436435342022436947090366311088319558984973178811319947566232130901740882101673562911434469154341657223852883526358646988405894408423464443200995221049395815877779	0.00019804065254713676337508414166995892800481291641484426365907346031087434342036223822181788521751540895128619409735389712094073690731710469769087877872445420958784141337742494674476468343266107297
1.08	0.02915419065851879289627212362573920775181473673860938294588320380938112828504013351883259507796307383887321021017533398114216028382799078871503745858285917913102394955653049327030039091830490012054	0.00007844745278513338736453087458143013113833034819339250544788881184177121279312502582131985836245900139191663553988097924982717778778532891824854902033991504357031931850643921738194596822255618516
1.26	0.0162484092331995512995244177389693188711655671065867845097938730132610137074492917732387819628359896403015908887173679873150350995514296887263517719942593452642970916518062387251901488004278056823	0.00003152590675829779589593234058710595812334341444589059542964288519025188145485475002043402863815296521288218670587425572892059649959219251268345235041754118636783544868788864008430920884574437357
1.44	0.00905567297076639857301063358290385561425079937342714488168743981723728028309535244006106892015966529372233877742730572145215627484399531120184000544324091450058939009101188623241029231518986087027	0.00001283743684236523749901209598492257493874401151016184363261146794247902640496154134433060656012486941702172254461823714525236072954611080502103765285504569401138470944374503238785797527242283967
1.6199999999999999	0.00504696883352748340790175812066916607396071385842976789333287197455101488816858597985856059879336912306023302293888944584351744301697456210767335477148105529145613041628089245754627477046120483003	5.28967104750978773828235980535256630168847796870209924528592555039564138803894678819086178657101084751347793335813161779284092328642684022518095864877012723577498564244537562556606577010144165e-6
